fen,played_move_uci
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,g8f6
rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,d2d4
rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,c8g4
rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,f2f4
rn1qkb1r/ppp1pppp/5n2/3P4/3P1Pb1/8/PPP3PP/RNBQKBNR b KQkq - 0 4,g4d1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,c7c5
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/pp1ppppp/8/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,c5d4
rnbqkbnr/pp1ppppp/8/8/3p4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,f3d4
rnbqkbnr/pp1ppppp/8/8/3N4/8/PPP1PPPP/RNBQKB1R b KQkq - 0 3,g8f6
rnbqkb1r/pp1ppppp/5n2/8/3N4/8/PPP1PPPP/RNBQKB1R w KQkq - 1 4,d4b3
rnbqkb1r/pp1ppppp/5n2/8/8/1N6/PPP1PPPP/RNBQKB1R b KQkq - 2 4,g7g6
rnbqkb1r/pp1ppp1p/5np1/8/8/1N6/PPP1PPPP/RNBQKB1R w KQkq - 0 5,g2g3
rnbqkb1r/pp1ppp1p/5np1/8/8/1N4P1/PPP1PP1P/RNBQKB1R b KQkq - 0 5,f8g7
rnbqk2r/pp1pppbp/5np1/8/8/1N4P1/PPP1PP1P/RNBQKB1R w KQkq - 1 6,f1g2
rnbqk2r/pp1pppbp/5np1/8/8/1N4P1/PPP1PPBP/RNBQK2R b KQkq - 2 6,e8g8
rnbq1rk1/pp1pppbp/5np1/8/8/1N4P1/PPP1PPBP/RNBQK2R w KQ - 3 7,e1g1
rnbq1rk1/pp1pppbp/5np1/8/8/1N4P1/PPP1PPBP/RNBQ1RK1 b - - 4 7,d7d5
rnbq1rk1/pp2ppbp/5np1/3p4/8/1N4P1/PPP1PPBP/RNBQ1RK1 w - - 0 8,c2c4
rnbq1rk1/pp2ppbp/5np1/3p4/2P5/1N4P1/PP2PPBP/RNBQ1RK1 b - - 0 8,d5c4
rnbq1rk1/pp2ppbp/5np1/8/2p5/1N4P1/PP2PPBP/RNBQ1RK1 w - - 0 9,d1d8
rnbQ1rk1/pp2ppbp/5np1/8/2p5/1N4P1/PP2PPBP/RNB2RK1 b - - 0 9,f8d8
rnbr2k1/pp2ppbp/5np1/8/2p5/1N4P1/PP2PPBP/RNB2RK1 w - - 0 10,b3a5
rnbr2k1/pp2ppbp/5np1/N7/2p5/6P1/PP2PPBP/RNB2RK1 b - - 1 10,b8c6
r1br2k1/pp2ppbp/2n2np1/N7/2p5/6P1/PP2PPBP/RNB2RK1 w - - 2 11,a5c4
r1br2k1/pp2ppbp/2n2np1/8/2N5/6P1/PP2PPBP/RNB2RK1 b - - 0 11,c8e6
r2r2k1/pp2ppbp/2n1bnp1/8/2N5/6P1/PP2PPBP/RNB2RK1 w - - 1 12,b1a3
r2r2k1/pp2ppbp/2n1bnp1/8/2N5/N5P1/PP2PPBP/R1B2RK1 b - - 2 12,f6d5
r2r2k1/pp2ppbp/2n1b1p1/3n4/2N5/N5P1/PP2PPBP/R1B2RK1 w - - 3 13,f1d1
r2r2k1/pp2ppbp/2n1b1p1/3n4/2N5/N5P1/PP2PPBP/R1BR2K1 b - - 4 13,d5b4
r2r2k1/pp2ppbp/2n1b1p1/8/1nN5/N5P1/PP2PPBP/R1BR2K1 w - - 5 14,c1e3
r2r2k1/pp2ppbp/2n1b1p1/8/1nN5/N3B1P1/PP2PPBP/R2R2K1 b - - 6 14,e6d5
r2r2k1/pp2ppbp/2n3p1/3b4/1nN5/N3B1P1/PP2PPBP/R2R2K1 w - - 7 15,g2d5
r2r2k1/pp2ppbp/2n3p1/3B4/1nN5/N3B1P1/PP2PP1P/R2R2K1 b - - 0 15,b4d5
r2r2k1/pp2ppbp/2n3p1/3n4/2N5/N3B1P1/PP2PP1P/R2R2K1 w - - 0 16,e3g5
r2r2k1/pp2ppbp/2n3p1/3n2B1/2N5/N5P1/PP2PP1P/R2R2K1 b - - 1 16,h7h6
r2r2k1/pp2ppb1/2n3pp/3n2B1/2N5/N5P1/PP2PP1P/R2R2K1 w - - 0 17,g5d2
r2r2k1/pp2ppb1/2n3pp/3n4/2N5/N5P1/PP1BPP1P/R2R2K1 b - - 1 17,a7a6
r2r2k1/1p2ppb1/p1n3pp/3n4/2N5/N5P1/PP1BPP1P/R2R2K1 w - - 0 18,a1c1
r2r2k1/1p2ppb1/p1n3pp/3n4/2N5/N5P1/PP1BPP1P/2RR2K1 b - - 1 18,b7b5
r2r2k1/4ppb1/p1n3pp/1p1n4/2N5/N5P1/PP1BPP1P/2RR2K1 w - - 0 19,c4e3
r2r2k1/4ppb1/p1n3pp/1p1n4/8/N3N1P1/PP1BPP1P/2RR2K1 b - - 1 19,g7b2
r2r2k1/4pp2/p1n3pp/1p1n4/8/N3N1P1/Pb1BPP1P/2RR2K1 w - - 0 20,c1c6
r2r2k1/4pp2/p1R3pp/1p1n4/8/N3N1P1/Pb1BPP1P/3R2K1 b - - 0 20,d5e3
r2r2k1/4pp2/p1R3pp/1p6/8/N3n1P1/Pb1BPP1P/3R2K1 w - - 0 21,f2e3
r2r2k1/4pp2/p1R3pp/1p6/8/N3P1P1/Pb1BP2P/3R2K1 b - - 0 21,b2a3
r2r2k1/4pp2/p1R3pp/1p6/8/b3P1P1/P2BP2P/3R2K1 w - - 0 22,g1f1
r2r2k1/4pp2/p1R3pp/1p6/8/b3P1P1/P2BP2P/3R1K2 b - - 1 22,a3b4
r2r2k1/4pp2/p1R3pp/1p6/1b6/4P1P1/P2BP2P/3R1K2 w - - 2 23,f1e1
r2r2k1/4pp2/p1R3pp/1p6/1b6/4P1P1/P2BP2P/3RK3 b - - 3 23,d8d2
r5k1/4pp2/p1R3pp/1p6/1b6/4P1P1/P2rP2P/3RK3 w - - 0 24,d1d2
r5k1/4pp2/p1R3pp/1p6/1b6/4P1P1/P2RP2P/4K3 b - - 0 24,a8d8
3r2k1/4pp2/p1R3pp/1p6/1b6/4P1P1/P2RP2P/4K3 w - - 1 25,e1f2
3r2k1/4pp2/p1R3pp/1p6/1b6/4P1P1/P2RPK1P/8 b - - 2 25,b4d2
3r2k1/4pp2/p1R3pp/1p6/8/4P1P1/P2bPK1P/8 w - - 0 26,c6a6
3r2k1/4pp2/R5pp/1p6/8/4P1P1/P2bPK1P/8 b - - 0 26,d8d6
6k1/4pp2/R2r2pp/1p6/8/4P1P1/P2bPK1P/8 w - - 1 27,a6a8
R5k1/4pp2/3r2pp/1p6/8/4P1P1/P2bPK1P/8 b - - 2 27,g8g7
R7/4ppk1/3r2pp/1p6/8/4P1P1/P2bPK1P/8 w - - 3 28,f2f3
R7/4ppk1/3r2pp/1p6/8/4PKP1/P2bP2P/8 b - - 4 28,d6f6
R7/4ppk1/5rpp/1p6/8/4PKP1/P2bP2P/8 w - - 5 29,f3g2
R7/4ppk1/5rpp/1p6/8/4P1P1/P2bP1KP/8 b - - 6 29,f6e6
R7/4ppk1/4r1pp/1p6/8/4P1P1/P2bP1KP/8 w - - 7 30,e3e4
R7/4ppk1/4r1pp/1p6/4P3/6P1/P2bP1KP/8 b - - 0 30,d2e3
R7/4ppk1/4r1pp/1p6/4P3/4b1P1/P3P1KP/8 w - - 1 31,g3g4
R7/4ppk1/4r1pp/1p6/4P1P1/4b3/P3P1KP/8 b - - 0 31,e3d4
R7/4ppk1/4r1pp/1p6/3bP1P1/8/P3P1KP/8 w - - 1 32,a8b8
1R6/4ppk1/4r1pp/1p6/3bP1P1/8/P3P1KP/8 b - - 2 32,e6e4
1R6/4ppk1/6pp/1p6/3br1P1/8/P3P1KP/8 w - - 0 33,b8b5
8/4ppk1/6pp/1R6/3br1P1/8/P3P1KP/8 b - - 0 33,e4e2
8/4ppk1/6pp/1R6/3b2P1/8/P3r1KP/8 w - - 0 34,g2f3
8/4ppk1/6pp/1R6/3b2P1/5K2/P3r2P/8 b - - 1 34,e2e3
8/4ppk1/6pp/1R6/3b2P1/4rK2/P6P/8 w - - 2 35,f3f4
8/4ppk1/6pp/1R6/3b1KP1/4r3/P6P/8 b - - 3 35,e3e5
8/4ppk1/6pp/1R2r3/3b1KP1/8/P6P/8 w - - 4 36,f4f3
8/4ppk1/6pp/1R2r3/3b2P1/5K2/P6P/8 b - - 5 36,e5b5
8/4ppk1/6pp/1r6/3b2P1/5K2/P6P/8 w - - 0 37,a2a4
8/4ppk1/6pp/1r6/P2b2P1/5K2/7P/8 b - - 0 37,b5a5
8/4ppk1/6pp/r7/P2b2P1/5K2/7P/8 w - - 1 38,f3e4
8/4ppk1/6pp/r7/P2bK1P1/8/7P/8 b - - 2 38,a5a4
8/4ppk1/6pp/8/r2bK1P1/8/7P/8 w - - 0 39,e4d5
8/4ppk1/6pp/3K4/r2b2P1/8/7P/8 b - - 1 39,d4c5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,g8f6
rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,d2d4
rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,c8g4
rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,f2f3
rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/5P2/PPP3PP/RNBQKBNR b KQkq - 0 4,g4f5
rn1qkb1r/ppp1pppp/5n2/3P1b2/3P4/5P2/PPP3PP/RNBQKBNR w KQkq - 1 5,f1b5
rn1qkb1r/ppp1pppp/5n2/1B1P1b2/3P4/5P2/PPP3PP/RNBQK1NR b KQkq - 2 5,c7c6
rn1qkb1r/pp2pppp/2p2n2/1B1P1b2/3P4/5P2/PPP3PP/RNBQK1NR w KQkq - 0 6,d5c6
rn1qkb1r/pp2pppp/2P2n2/1B3b2/3P4/5P2/PPP3PP/RNBQK1NR b KQkq - 0 6,d8a5
rn2kb1r/pp2pppp/2P2n2/qB3b2/3P4/5P2/PPP3PP/RNBQK1NR w KQkq - 1 7,b1c3
rn2kb1r/pp2pppp/2P2n2/qB3b2/3P4/2N2P2/PPP3PP/R1BQK1NR b KQkq - 2 7,b8c6
r3kb1r/pp2pppp/2n2n2/qB3b2/3P4/2N2P2/PPP3PP/R1BQK1NR w KQkq - 0 8,g1e2
r3kb1r/pp2pppp/2n2n2/qB3b2/3P4/2N2P2/PPP1N1PP/R1BQK2R b KQkq - 1 8,e8c8
2kr1b1r/pp2pppp/2n2n2/qB3b2/3P4/2N2P2/PPP1N1PP/R1BQK2R w KQ - 2 9,b5c6
2kr1b1r/pp2pppp/2B2n2/q4b2/3P4/2N2P2/PPP1N1PP/R1BQK2R b KQ - 0 9,b7c6
2kr1b1r/p3pppp/2p2n2/q4b2/3P4/2N2P2/PPP1N1PP/R1BQK2R w KQ - 0 10,b2b4
2kr1b1r/p3pppp/2p2n2/q4b2/1P1P4/2N2P2/P1P1N1PP/R1BQK2R b KQ - 0 10,a5b4
2kr1b1r/p3pppp/2p2n2/5b2/1q1P4/2N2P2/P1P1N1PP/R1BQK2R w KQ - 0 11,c1f4
2kr1b1r/p3pppp/2p2n2/5b2/1q1P1B2/2N2P2/P1P1N1PP/R2QK2R b KQ - 1 11,e7e5
2kr1b1r/p4ppp/2p2n2/4pb2/1q1P1B2/2N2P2/P1P1N1PP/R2QK2R w KQ - 0 12,f4e5
2kr1b1r/p4ppp/2p2n2/4Bb2/1q1P4/2N2P2/P1P1N1PP/R2QK2R b KQ - 0 12,f6d5
2kr1b1r/p4ppp/2p5/3nBb2/1q1P4/2N2P2/P1P1N1PP/R2QK2R w KQ - 1 13,d1d2
2kr1b1r/p4ppp/2p5/3nBb2/1q1P4/2N2P2/P1PQN1PP/R3K2R b KQ - 2 13,f7f6
2kr1b1r/p5pp/2p2p2/3nBb2/1q1P4/2N2P2/P1PQN1PP/R3K2R w KQ - 0 14,a1b1
2kr1b1r/p5pp/2p2p2/3nBb2/1q1P4/2N2P2/P1PQN1PP/1R2K2R b K - 1 14,b4a5
2kr1b1r/p5pp/2p2p2/q2nBb2/3P4/2N2P2/P1PQN1PP/1R2K2R w K - 2 15,b1b8
1Rkr1b1r/p5pp/2p2p2/q2nBb2/3P4/2N2P2/P1PQN1PP/4K2R b K - 3 15,c8d7
1R1r1b1r/p2k2pp/2p2p2/q2nBb2/3P4/2N2P2/P1PQN1PP/4K2R w K - 4 16,c3d5
1R1r1b1r/p2k2pp/2p2p2/q2NBb2/3P4/5P2/P1PQN1PP/4K2R b K - 0 16,a5d2
1R1r1b1r/p2k2pp/2p2p2/3NBb2/3P4/5P2/P1PqN1PP/4K2R w K - 0 17,e1d2
1R1r1b1r/p2k2pp/2p2p2/3NBb2/3P4/5P2/P1PKN1PP/7R b - - 0 17,c6d5
1R1r1b1r/p2k2pp/5p2/3pBb2/3P4/5P2/P1PKN1PP/7R w - - 0 18,b8b7
3r1b1r/pR1k2pp/5p2/3pBb2/3P4/5P2/P1PKN1PP/7R b - - 1 18,d7e8
3rkb1r/pR4pp/5p2/3pBb2/3P4/5P2/P1PKN1PP/7R w - - 2 19,e5c7
3rkb1r/pRB3pp/5p2/3p1b2/3P4/5P2/P1PKN1PP/7R b - - 3 19,d8d7
4kb1r/pRBr2pp/5p2/3p1b2/3P4/5P2/P1PKN1PP/7R w - - 4 20,e2f4
4kb1r/pRBr2pp/5p2/3p1b2/3P1N2/5P2/P1PK2PP/7R b - - 5 20,e8f7
5b1r/pRBr1kpp/5p2/3p1b2/3P1N2/5P2/P1PK2PP/7R w - - 6 21,g2g4
5b1r/pRBr1kpp/5p2/3p1b2/3P1NP1/5P2/P1PK3P/7R b - - 0 21,f5g6
5b1r/pRBr1kpp/5pb1/3p4/3P1NP1/5P2/P1PK3P/7R w - - 1 22,h1b1
5b1r/pRBr1kpp/5pb1/3p4/3P1NP1/5P2/P1PK3P/1R6 b - - 2 22,f8e7
7r/pRBrbkpp/5pb1/3p4/3P1NP1/5P2/P1PK3P/1R6 w - - 3 23,c7a5
7r/pR1rbkpp/5pb1/B2p4/3P1NP1/5P2/P1PK3P/1R6 b - - 4 23,d7b7
7r/pr2bkpp/5pb1/B2p4/3P1NP1/5P2/P1PK3P/1R6 w - - 0 24,b1b7
7r/pR2bkpp/5pb1/B2p4/3P1NP1/5P2/P1PK3P/8 b - - 0 24,h8e8
4r3/pR2bkpp/5pb1/B2p4/3P1NP1/5P2/P1PK3P/8 w - - 1 25,f4d5
4r3/pR2bkpp/5pb1/B2N4/3P2P1/5P2/P1PK3P/8 b - - 0 25,h7h5
4r3/pR2bkp1/5pb1/B2N3p/3P2P1/5P2/P1PK3P/8 w - - 0 26,a5b4
4r3/pR2bkp1/5pb1/3N3p/1B1P2P1/5P2/P1PK3P/8 b - - 1 26,h5g4
4r3/pR2bkp1/5pb1/3N4/1B1P2p1/5P2/P1PK3P/8 w - - 0 27,f3g4
4r3/pR2bkp1/5pb1/3N4/1B1P2P1/8/P1PK3P/8 b - - 0 27,g6e4
4r3/pR2bkp1/5p2/3N4/1B1Pb1P1/8/P1PK3P/8 w - - 1 28,b7e7
4r3/p3Rkp1/5p2/3N4/1B1Pb1P1/8/P1PK3P/8 b - - 0 28,e8e7
8/p3rkp1/5p2/3N4/1B1Pb1P1/8/P1PK3P/8 w - - 0 29,d5e7
8/p3Nkp1/5p2/8/1B1Pb1P1/8/P1PK3P/8 b - - 0 29,a7a5
8/4Nkp1/5p2/p7/1B1Pb1P1/8/P1PK3P/8 w - - 0 30,b4c5
8/4Nkp1/5p2/p1B5/3Pb1P1/8/P1PK3P/8 b - - 1 30,g7g6
8/4Nk2/5pp1/p1B5/3Pb1P1/8/P1PK3P/8 w - - 0 31,d4d5
8/4Nk2/5pp1/p1BP4/4b1P1/8/P1PK3P/8 b - - 0 31,f6f5
8/4Nk2/6p1/p1BP1p2/4b1P1/8/P1PK3P/8 w - - 0 32,g4g5
8/4Nk2/6p1/p1BP1pP1/4b3/8/P1PK3P/8 b - - 0 32,f5f4
8/4Nk2/6p1/p1BP2P1/4bp2/8/P1PK3P/8 w - - 0 33,c2c4
8/4Nk2/6p1/p1BP2P1/2P1bp2/8/P2K3P/8 b - - 0 33,f4f3
8/4Nk2/6p1/p1BP2P1/2P1b3/5p2/P2K3P/8 w - - 0 34,d2e3
8/4Nk2/6p1/p1BP2P1/2P1b3/4Kp2/P6P/8 b - - 1 34,f3f2
8/4Nk2/6p1/p1BP2P1/2P1b3/4K3/P4p1P/8 w - - 0 35,e3f2
8/4Nk2/6p1/p1BP2P1/2P1b3/8/P4K1P/8 b - - 0 35,e4d3
8/4Nk2/6p1/p1BP2P1/2P5/3b4/P4K1P/8 w - - 1 36,e7c6
8/5k2/2N3p1/p1BP2P1/2P5/3b4/P4K1P/8 b - - 2 36,f7g7
8/6k1/2N3p1/p1BP2P1/2P5/3b4/P4K1P/8 w - - 3 37,c6e5
8/6k1/6p1/p1BPN1P1/2P5/3b4/P4K1P/8 b - - 4 37,d3b1
8/6k1/6p1/p1BPN1P1/2P5/8/P4K1P/1b6 w - - 5 38,a2a3
8/6k1/6p1/p1BPN1P1/2P5/P7/5K1P/1b6 b - - 0 38,a5a4
8/6k1/6p1/2BPN1P1/p1P5/P7/5K1P/1b6 w - - 0 39,f2e3
8/6k1/6p1/2BPN1P1/p1P5/P3K3/7P/1b6 b - - 1 39,b1a2
8/6k1/6p1/2BPN1P1/p1P5/P3K3/b6P/8 w - - 2 40,e3d4
8/6k1/6p1/2BPN1P1/p1PK4/P7/b6P/8 b - - 3 40,g7h7
8/7k/6p1/2BPN1P1/p1PK4/P7/b6P/8 w - - 4 41,h2h4
8/7k/6p1/2BPN1P1/p1PK3P/P7/b7/8 b - - 0 41,h7g8
6k1/8/6p1/2BPN1P1/p1PK3P/P7/b7/8 w - - 1 42,c5b4
6k1/8/6p1/3PN1P1/pBPK3P/P7/b7/8 b - - 2 42,a2c4
6k1/8/6p1/3PN1P1/pBbK3P/P7/8/8 w - - 0 43,d4c4
6k1/8/6p1/3PN1P1/pBK4P/P7/8/8 b - - 0 43,g8g7
8/6k1/6p1/3PN1P1/pBK4P/P7/8/8 w - - 1 44,c4c5
8/6k1/6p1/2KPN1P1/pB5P/P7/8/8 b - - 2 44,g7f8
5k2/8/6p1/2KPN1P1/pB5P/P7/8/8 w - - 3 45,c5c6
5k2/8/2K3p1/3PN1P1/pB5P/P7/8/8 b - - 4 45,f8e8
4k3/8/2K3p1/3PN1P1/pB5P/P7/8/8 w - - 5 46,d5d6
4k3/8/2KP2p1/4N1P1/pB5P/P7/8/8 b - - 0 46,e8d8
3k4/8/2KP2p1/4N1P1/pB5P/P7/8/8 w - - 1 47,e5f7
3k4/5N2/2KP2p1/6P1/pB5P/P7/8/8 b - - 2 47,d8e8
4k3/5N2/2KP2p1/6P1/pB5P/P7/8/8 w - - 3 48,d6d7
4k3/3P1N2/2K3p1/6P1/pB5P/P7/8/8 b - - 0 48,e8f7
8/3P1k2/2K3p1/6P1/pB5P/P7/8/8 w - - 0 49,d7d8q
3Q4/5k2/2K3p1/6P1/pB5P/P7/8/8 b - - 0 49,f7e6
3Q4/8/2K1k1p1/6P1/pB5P/P7/8/8 w - - 1 50,d8f6
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c6
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4
rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e4e5
rnbqkbnr/pp2pppp/2p5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,c6c5
rnbqkbnr/pp2pppp/8/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,d4c5
rnbqkbnr/pp2pppp/8/2PpP3/8/8/PPP2PPP/RNBQKBNR b KQkq - 0 4,b8c6
r1bqkbnr/pp2pppp/2n5/2PpP3/8/8/PPP2PPP/RNBQKBNR w KQkq - 1 5,f1b5
r1bqkbnr/pp2pppp/2n5/1BPpP3/8/8/PPP2PPP/RNBQK1NR b KQkq - 2 5,c8f5
r2qkbnr/pp2pppp/2n5/1BPpPb2/8/8/PPP2PPP/RNBQK1NR w KQkq - 3 6,g1f3
r2qkbnr/pp2pppp/2n5/1BPpPb2/8/5N2/PPP2PPP/RNBQK2R b KQkq - 4 6,e7e6
r2qkbnr/pp3ppp/2n1p3/1BPpPb2/8/5N2/PPP2PPP/RNBQK2R w KQkq - 0 7,f3d4
r2qkbnr/pp3ppp/2n1p3/1BPpPb2/3N4/8/PPP2PPP/RNBQK2R b KQkq - 1 7,f5g6
r2qkbnr/pp3ppp/2n1p1b1/1BPpP3/3N4/8/PPP2PPP/RNBQK2R w KQkq - 2 8,d4c6
r2qkbnr/pp3ppp/2N1p1b1/1BPpP3/8/8/PPP2PPP/RNBQK2R b KQkq - 0 8,b7c6
r2qkbnr/p4ppp/2p1p1b1/1BPpP3/8/8/PPP2PPP/RNBQK2R w KQkq - 0 9,b5c6
r2qkbnr/p4ppp/2B1p1b1/2PpP3/8/8/PPP2PPP/RNBQK2R b KQkq - 0 9,e8e7
r2q1bnr/p3kppp/2B1p1b1/2PpP3/8/8/PPP2PPP/RNBQK2R w KQ - 1 10,c6a8
B2q1bnr/p3kppp/4p1b1/2PpP3/8/8/PPP2PPP/RNBQK2R b KQ - 0 10,d8a8
q4bnr/p3kppp/4p1b1/2PpP3/8/8/PPP2PPP/RNBQK2R w KQ - 0 11,e1g1
q4bnr/p3kppp/4p1b1/2PpP3/8/8/PPP2PPP/RNBQ1RK1 b - - 1 11,f7f6
q4bnr/p3k1pp/4ppb1/2PpP3/8/8/PPP2PPP/RNBQ1RK1 w - - 0 12,f2f4
q4bnr/p3k1pp/4ppb1/2PpP3/5P2/8/PPP3PP/RNBQ1RK1 b - - 0 12,e7f7
q4bnr/p4kpp/4ppb1/2PpP3/5P2/8/PPP3PP/RNBQ1RK1 w - - 1 13,b2b4
q4bnr/p4kpp/4ppb1/2PpP3/1P3P2/8/P1P3PP/RNBQ1RK1 b - - 0 13,g6f5
q4bnr/p4kpp/4pp2/2PpPb2/1P3P2/8/P1P3PP/RNBQ1RK1 w - - 1 14,c2c3
q4bnr/p4kpp/4pp2/2PpPb2/1P3P2/2P5/P5PP/RNBQ1RK1 b - - 0 14,a7a5
q4bnr/5kpp/4pp2/p1PpPb2/1P3P2/2P5/P5PP/RNBQ1RK1 w - - 0 15,b1d2
q4bnr/5kpp/4pp2/p1PpPb2/1P3P2/2P5/P2N2PP/R1BQ1RK1 b - - 1 15,a5b4
q4bnr/5kpp/4pp2/2PpPb2/1p3P2/2P5/P2N2PP/R1BQ1RK1 w - - 0 16,c3b4
q4bnr/5kpp/4pp2/2PpPb2/1P3P2/8/P2N2PP/R1BQ1RK1 b - - 0 16,g8e7
q4b1r/4nkpp/4pp2/2PpPb2/1P3P2/8/P2N2PP/R1BQ1RK1 w - - 1 17,a2a3
q4b1r/4nkpp/4pp2/2PpPb2/1P3P2/P7/3N2PP/R1BQ1RK1 b - - 0 17,e7g6
q4b1r/5kpp/4ppn1/2PpPb2/1P3P2/P7/3N2PP/R1BQ1RK1 w - - 1 18,d2f3
q4b1r/5kpp/4ppn1/2PpPb2/1P3P2/P4N2/6PP/R1BQ1RK1 b - - 2 18,f5e4
q4b1r/5kpp/4ppn1/2PpP3/1P2bP2/P4N2/6PP/R1BQ1RK1 w - - 3 19,f3d4
q4b1r/5kpp/4ppn1/2PpP3/1P1NbP2/P7/6PP/R1BQ1RK1 b - - 4 19,f8e7
q6r/4bkpp/4ppn1/2PpP3/1P1NbP2/P7/6PP/R1BQ1RK1 w - - 5 20,f4f5
q6r/4bkpp/4ppn1/2PpPP2/1P1Nb3/P7/6PP/R1BQ1RK1 b - - 0 20,e6f5
q6r/4bkpp/5pn1/2PpPp2/1P1Nb3/P7/6PP/R1BQ1RK1 w - - 0 21,e5e6
q6r/4bkpp/4Ppn1/2Pp1p2/1P1Nb3/P7/6PP/R1BQ1RK1 b - - 0 21,f7g8
q5kr/4b1pp/4Ppn1/2Pp1p2/1P1Nb3/P7/6PP/R1BQ1RK1 w - - 1 22,d4f5
q5kr/4b1pp/4Ppn1/2Pp1N2/1P2b3/P7/6PP/R1BQ1RK1 b - - 0 22,h7h6
q5kr/4b1p1/4Ppnp/2Pp1N2/1P2b3/P7/6PP/R1BQ1RK1 w - - 0 23,f5e7
q5kr/4N1p1/4Ppnp/2Pp4/1P2b3/P7/6PP/R1BQ1RK1 b - - 0 23,g6e7
q5kr/4n1p1/4Pp1p/2Pp4/1P2b3/P7/6PP/R1BQ1RK1 w - - 0 24,c1e3
q5kr/4n1p1/4Pp1p/2Pp4/1P2b3/P3B3/6PP/R2Q1RK1 b - - 1 24,g8h7
q6r/4n1pk/4Pp1p/2Pp4/1P2b3/P3B3/6PP/R2Q1RK1 w - - 2 25,e3d4
q6r/4n1pk/4Pp1p/2Pp4/1P1Bb3/P7/6PP/R2Q1RK1 b - - 3 25,e7f5
q6r/6pk/4Pp1p/2Pp1n2/1P1Bb3/P7/6PP/R2Q1RK1 w - - 4 26,f1f5
q6r/6pk/4Pp1p/2Pp1R2/1P1Bb3/P7/6PP/R2Q2K1 b - - 0 26,e4f5
q6r/6pk/4Pp1p/2Pp1b2/1P1B4/P7/6PP/R2Q2K1 w - - 0 27,d1f3
q6r/6pk/4Pp1p/2Pp1b2/1P1B4/P4Q2/6PP/R5K1 b - - 1 27,f5e4
q6r/6pk/4Pp1p/2Pp4/1P1Bb3/P4Q2/6PP/R5K1 w - - 2 28,f3g3
q6r/6pk/4Pp1p/2Pp4/1P1Bb3/P5Q1/6PP/R5K1 b - - 3 28,h8e8
q3r3/6pk/4Pp1p/2Pp4/1P1Bb3/P5Q1/6PP/R5K1 w - - 4 29,a1f1
q3r3/6pk/4Pp1p/2Pp4/1P1Bb3/P5Q1/6PP/5RK1 b - - 5 29,e8e6
q7/6pk/4rp1p/2Pp4/1P1Bb3/P5Q1/6PP/5RK1 w - - 0 30,d4f6
q7/6pk/4rB1p/2Pp4/1P2b3/P5Q1/6PP/5RK1 b - - 0 30,a8e8
