Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN,avg_elo
 Blitz ,lovlas,Riplus,1-0,2016.07.08,09:02:25,2645,2738,19.0,-15.0,A46,Torre Attack #2,180+0,Normal,1. d4 { [%eval 0.32] } 1... Nf6 { [%eval 0.17] } 2. Nf3 { [%eval 0.22] } 2... e6 { [%eval 0.21] } 3. g3 { [%eval 0.01] } 3... b5 { [%eval 0.17] } 4. Bg2 { [%eval 0.17] } 4... Bb7 { [%eval 0.18] } 5. O-O { [%eval 0.19] } 5... c5 { [%eval 0.18] } 6. a4 { [%eval -0.08] } 6... b4 { [%eval -0.09] } 7. dxc5 { [%eval -0.31] } 7... Na6 { [%eval -0.04] } 8. Nbd2 { [%eval -0.2] } 8... Nxc5 { [%eval -0.25] } 9. a5 { [%eval -0.19] } 9... Be7 { [%eval -0.23] } 10. b3?! { [%eval -0.85] } 10... O-O { [%eval -0.77] } 11. Bb2 { [%eval -0.76] } 11... d5 { [%eval -0.79] } 12. Ne5 { [%eval -0.69] } 12... Rc8 { [%eval -0.65] } 13. Ndf3?! { [%eval -1.18] } 13... Nce4?! { [%eval -0.68] } 14. Nd4 { [%eval -1.16] } 14... a6 { [%eval -0.87] } 15. Qd3 { [%eval -1.17] } 15... Rc7 { [%eval -0.92] } 16. Rfc1 { [%eval -1.19] } 16... Nc3 { [%eval -0.97] } 17. Bxc3 { [%eval -1.03] } 17... Rxc3 { [%eval -0.95] } 18. Qd2 { [%eval -1.23] } 18... Qb8 { [%eval -0.87] } 19. Nd3 { [%eval -1.06] } 19... Rfc8 { [%eval -1.07] } 20. Ra4 { [%eval -1.08] } 20... Bc6 { [%eval -0.91] } 21. Nxc6 { [%eval -0.93] } 21... R8xc6 { [%eval -1.11] } 22. h3 { [%eval -1.36] } 22... Bd6 { [%eval -1.17] } 23. Kh2?! { [%eval -2.14] } 23... h5 { [%eval -2.05] } 24. h4?! { [%eval -2.8] } 24... Qc7 { [%eval -1.86] } 25. Nxb4?? { [%eval -5.77] } 25... Bxb4?? { [%eval -1.27] } 26. Rxb4 { [%eval -1.32] } 26... Ng4+ { [%eval -1.3] } 27. Kg1 { [%eval -1.29] } 27... Rxc2 { [%eval -1.23] } 28. Rxc2 { [%eval -1.28] } 28... Rxc2 { [%eval -1.13] } 29. Qd3 { [%eval -1.1] } 29... Rc1+ { [%eval -0.89] } 30. Bf1 { [%eval -0.88] } 30... g6 { [%eval -0.41] } 31. e3? { [%eval -2.82] } 31... Ne5 { [%eval -2.34] } 32. Qxa6 { [%eval -2.58] } 32... Nf3+? { [%eval 0.19] } 33. Kg2 { [%eval 0.18] } 33... Ne1+ { [%eval 0.37] } 34. Kh3 { [%eval 0.56] } 34... Qc2 { [%eval 1.03] } 35. Qe2?! { [%eval 0.34] } 35... Qf5+ { [%eval 0.22] } 36. Kh2 { [%eval 0.0] } 36... Nf3+ { [%eval 0.0] } 37. Kg2 { [%eval 0.0] } 37... Ne5?? { [%eval 3.61] } 38. Ra4?! { [%eval 2.72] } 38... Rc2? { [%eval 5.33] } 39. Qe1?? { [%eval -5.04] } 39... Qf3+? { [%eval -3.31] } 40. Kg1 { [%eval -3.06] } 40... d4?? { [%eval 2.62] } 41. Rxd4?? { [%eval -1.06] } 41... Qc6?? { [%eval 3.13] } 42. Bg2 { [%eval 2.78] } 42... Qb5? { [%eval 4.07] } 43. Qa1 { [%eval 4.48] } 43... Nd3?? { [%eval #3] } 44. Rd8+ { [%eval #2] } 44... Kh7 { [%eval #1] } 45. Rh8# 1-0,2691.5
 Blitz ,TampaChess,Rappozevich,1-0,2016.07.09,04:19:50,2901,2459,2.0,-1.0,C45,Scotch Game: Classical Variation,180+0,Normal,1. e4 { [%eval 0.29] } 1... e5 { [%eval 0.22] } 2. Nf3 { [%eval 0.2] } 2... Nc6 { [%eval 0.37] } 3. d4 { [%eval 0.08] } 3... exd4 { [%eval 0.06] } 4. Nxd4 { [%eval 0.03] } 4... Bc5 { [%eval 0.24] } 5. Be3 { [%eval 0.11] } 5... Qf6 { [%eval 0.29] } 6. c3 { [%eval 0.2] } 6... Nge7 { [%eval 0.17] } 7. Be2 { [%eval 0.1] } 7... d6 { [%eval 0.15] } 8. O-O { [%eval 0.12] } 8... O-O { [%eval 0.29] } 9. Nc2 { [%eval -0.08] } 9... Bxe3 { [%eval 0.25] } 10. Nxe3 { [%eval 0.23] } 10... b6 { [%eval 0.54] } 11. f4 { [%eval 0.65] } 11... Bb7 { [%eval 0.62] } 12. Nd2 { [%eval 0.62] } 12... Rad8 { [%eval 0.72] } 13. Ng4 { [%eval 0.67] } 13... Qg6 { [%eval 0.84] } 14. f5 { [%eval 0.97] } 14... Qg5 { [%eval 1.02] } 15. Qe1 { [%eval 1.94] } 15... Ne5?! { [%eval 2.71] } 16. h4 { [%eval 2.58] } 16... Qxg4 { [%eval 2.69] } 17. Bxg4 { [%eval 2.5] } 17... Nxg4 { [%eval 2.6] } 18. h5 { [%eval 2.52] } 18... d5?? { [%eval 5.89] } 19. Qg3 { [%eval 5.77] } 19... Nf6? { [%eval 7.98] } 20. e5? { [%eval 6.06] } 20... Nxh5 { [%eval 6.08] } 21. Qg5 { [%eval 5.89] } 1-0,2680.0
 Blitz ,Rappozevich,TampaChess,0-1,2016.07.09,04:23:42,2458,2903,-2.0,3.0,C52,"Italian Game: Evans Gambit, Anderssen Defense",180+0,Normal,1. e4 { [%eval 0.15] } 1... e5 { [%eval 0.19] } 2. Nf3 { [%eval 0.26] } 2... Nc6 { [%eval 0.24] } 3. Bc4 { [%eval 0.11] } 3... Bc5 { [%eval 0.26] } 4. b4 { [%eval 0.14] } 4... Bxb4 { [%eval 0.09] } 5. c3 { [%eval 0.0] } 5... Ba5 { [%eval 0.02] } 6. d4 { [%eval -0.17] } 6... exd4 { [%eval -0.14] } 7. O-O { [%eval -0.33] } 7... Nf6 { [%eval -0.33] } 8. Ba3 { [%eval -0.24] } 8... d6 { [%eval -0.19] } 9. e5 { [%eval -0.3] } 9... Ne4 { [%eval -0.3] } 10. exd6 { [%eval -0.04] } 10... cxd6 { [%eval -0.41] } 11. Re1 { [%eval -0.53] } 11... O-O { [%eval -0.38] } 12. Rxe4 { [%eval -0.48] } 12... d5 { [%eval -0.44] } 13. Rh4 { [%eval -0.47] } 13... dxc4 { [%eval -0.48] } 14. Bxf8 { [%eval -0.38] } 14... Qxf8 { [%eval -0.32] } 15. Nxd4 { [%eval -0.27] } 15... Nxd4 { [%eval -0.07] } 16. Qxd4 { [%eval -0.46] } 16... Be6 { [%eval -0.69] } 17. Nd2 { [%eval -0.66] } 17... Rd8 { [%eval -0.69] } 18. Qe3 { [%eval -0.65] } 18... Rd3 { [%eval -0.41] } 19. Qe4?! { [%eval -1.24] } 19... h6 { [%eval -1.23] } 20. Nxc4 { [%eval -1.17] } 20... Qd8 { [%eval -1.23] } 21. Ne3 { [%eval -1.37] } 21... Bxc3 { [%eval -1.25] } 22. Rf1 { [%eval -1.39] } 22... Rd4 { [%eval -1.5] } 23. Qxd4?? { [%eval -5.96] } 23... Bxd4 { [%eval -5.56] } 24. Rd1?? { [%eval -13.73] } 24... Qxh4 { [%eval -13.23] } 0-1,2680.5
 Blitz ,opperwezen,Peaudepailles,1-0,2016.07.09,18:09:26,2681,2669,11.0,-11.0,A03,Bird Opening: Dutch Variation,180+0,Normal,1. f4 { [%eval -0.25] } 1... d5 { [%eval -0.25] } 2. Nf3 { [%eval -0.3] } 2... Nf6 { [%eval -0.27] } 3. g3 { [%eval -0.28] } 3... c6 { [%eval -0.22] } 4. Bg2 { [%eval -0.31] } 4... g6 { [%eval -0.12] } 5. O-O { [%eval -0.06] } 5... Bg7 { [%eval -0.03] } 6. c3 { [%eval -0.33] } 6... O-O { [%eval -0.32] } 7. d3 { [%eval -0.4] } 7... Nbd7 { [%eval -0.22] } 8. Qc2 { [%eval -0.4] } 8... Qb6+ { [%eval -0.38] } 9. Kh1 { [%eval -0.56] } 9... Ng4 { [%eval -0.15] } 10. e4 { [%eval -0.29] } 10... Ne3 { [%eval 0.13] } 11. Bxe3 { [%eval 0.05] } 11... Qxe3 { [%eval 0.03] } 12. Re1 { [%eval -0.02] } 12... Qc5 { [%eval 0.21] } 13. Nbd2 { [%eval 0.18] } 13... e6 { [%eval 0.4] } 14. e5 { [%eval 0.21] } 14... f5?! { [%eval 1.0] } 15. exf6 { [%eval 1.06] } 15... Nxf6 { [%eval 1.11] } 16. Re2 { [%eval 1.0] } 16... Ng4 { [%eval 1.11] } 17. Nb3 { [%eval 0.88] } 17... Qd6 { [%eval 1.04] } 18. Rae1 { [%eval 0.9] } 18... Bd7?! { [%eval 1.55] } 19. d4 { [%eval 1.55] } 19... Nh6 { [%eval 1.8] } 20. Nc5 { [%eval 1.82] } 20... Rae8?! { [%eval 2.7] } 21. Nxb7 { [%eval 2.67] } 21... Qc7 { [%eval 2.66] } 22. Nc5 { [%eval 2.57] } 22... Qd6 { [%eval 3.05] } 23. Nxd7?! { [%eval 2.15] } 23... Qxd7 { [%eval 2.15] } 24. Bh3 { [%eval 2.1] } 24... Nf5 { [%eval 1.88] } 25. Bxf5 { [%eval 1.65] } 25... exf5 { [%eval 1.75] } 26. Ne5 { [%eval 1.51] } 26... Bxe5 { [%eval 1.51] } 27. Rxe5 { [%eval 1.51] } 27... Rxe5 { [%eval 1.52] } 28. Rxe5 { [%eval 1.56] } 28... Rb8 { [%eval 1.55] } 29. Qe2 { [%eval 1.53] } 29... Kf7 { [%eval 1.53] } 30. b3 { [%eval 1.52] } 30... a5 { [%eval 1.57] } 31. h3 { [%eval 1.51] } 31... h5 { [%eval 1.53] } 32. Qa6 { [%eval 1.54] } 32... Qc7 { [%eval 1.57] } 33. h4 { [%eval 1.54] } 33... Re8 { [%eval 1.71] } 34. Kg2 { [%eval 1.63] } 34... Rxe5?! { [%eval 2.58] } 35. fxe5 { [%eval 2.58] } 35... Ke6? { [%eval 5.08] } 36. c4? { [%eval 3.54] } 36... dxc4?? { [%eval 6.86] } 37. Qxc4+ { [%eval 5.32] } 37... Ke7 { [%eval 4.44] } 38. Qc5+?! { [%eval 3.84] } 38... Kf7 { [%eval 3.75] } 39. Kf3 { [%eval 3.76] } 39... Qd7 { [%eval 3.63] } 40. Kf4 { [%eval 3.5] } 40... Qd8? { [%eval 5.85] } 41. Ke3? { [%eval 3.29] } 41... g5? { [%eval 4.31] } 42. Qxc6 { [%eval 4.31] } 42... f4+ { [%eval 4.31] } 43. gxf4 { [%eval 4.22] } 43... gxf4+ { [%eval 4.28] } 44. Ke4 { [%eval 4.26] } 44... Qxh4 { [%eval 4.27] } 45. Qd7+ { [%eval 3.94] } 45... Kg8?? { [%eval 9.63] } 46. Qe6+?? { [%eval 3.38] } 46... Kg7 { [%eval 3.45] } 47. Qd7+ { [%eval 3.35] } 47... Kg8?? { [%eval 10.63] } 48. e6 { [%eval 6.4] } 48... Qe1+?? { [%eval 11.27] } 49. Kxf4 { [%eval 6.5] } 49... h4?? { [%eval #18] } 50. e7 { [%eval #17] } 50... Qg3+ { [%eval #17] } 51. Ke4 { [%eval #16] } 51... Qg2+ { [%eval #16] } 52. Ke5 { [%eval #15] } 52... Qg3+ { [%eval #15] } 53. Kd5 { [%eval #14] } 53... Qg2+ { [%eval #14] } 54. Kc5 { [%eval #13] } 54... Qc2+ { [%eval #13] } 55. Kb6 { [%eval #12] } 55... Qg6+ { [%eval #11] } 56. Kc7 { [%eval #11] } 56... Qg3+ { [%eval #11] } 57. Qd6 { [%eval #14] } 57... Kf7 { [%eval #13] } 58. Qxg3 { [%eval #12] } 58... hxg3 { [%eval #12] } 59. Kd7 { [%eval #11] } 59... g2 { [%eval #10] } 60. e8=Q+ { [%eval #9] } 60... Kf6 { [%eval #11] } 61. Qe3 { [%eval #11] } 61... g1=Q { [%eval #7] } 62. Qxg1 { [%eval #6] } 62... a4 { [%eval #5] } 63. b4?! { [%eval #6] } 63... Kf5 { [%eval #6] } 64. Qe3 { [%eval #5] } 64... a3 { [%eval #5] } 65. b5?! { [%eval #5] } 65... Kf6 { [%eval #5] } 66. b6 { [%eval #4] } 66... Kf5 { [%eval #4] } 67. b7 { [%eval #3] } 67... Kf6 { [%eval #3] } 68. b8=Q { [%eval #2] } 68... Kf5 { [%eval #2] } 69. Qbf4+?! { [%eval #2] } 1-0,2675.0
 Blitz ,erindreki,hiimgosu,0-1,2016.07.09,23:08:25,2543,2812,-4.0,6.0,D02,Queen's Pawn Game: Krause Variation,180+0,Normal,1. d4 { [%eval 0.19] } 1... d5 { [%eval 0.19] } 2. Nf3 { [%eval 0.19] } 2... c5 { [%eval 0.32] } 3. c3 { [%eval 0.11] } 3... Nc6 { [%eval 0.22] } 4. Bf4 { [%eval 0.04] } 4... Nf6 { [%eval 0.05] } 5. e3 { [%eval 0.03] } 5... Qb6 { [%eval 0.0] } 6. Qb3 { [%eval 0.06] } 6... c4 { [%eval 0.06] } 7. Qxb6 { [%eval 0.04] } 7... axb6 { [%eval 0.06] } 8. a3 { [%eval -0.27] } 8... b5 { [%eval -0.31] } 9. Nbd2 { [%eval -0.31] } 9... b4 { [%eval -0.34] } 10. cxb4 { [%eval -0.28] } 10... Nxb4 { [%eval -0.29] } 11. Rc1 { [%eval -0.18] } 11... Nc6 { [%eval -0.18] } 12. Ne5 { [%eval -0.54] } 12... Bd7 { [%eval -0.28] } 13. Be2 { [%eval -0.1] } 13... e6 { [%eval -0.25] } 14. O-O { [%eval -0.15] } 14... b5 { [%eval -0.13] } 15. f3?! { [%eval -0.84] } 15... Nxe5 { [%eval -0.55] } 16. Bxe5 { [%eval -0.5] } 16... Bc6 { [%eval -0.55] } 17. e4 { [%eval -0.98] } 17... Nd7 { [%eval -0.49] } 18. Bg3 { [%eval -0.53] } 18... g6 { [%eval -0.48] } 19. exd5 { [%eval -0.52] } 19... exd5 { [%eval -0.42] } 20. Rfe1 { [%eval -0.39] } 20... Kd8 { [%eval -0.43] } 21. Nb1 { [%eval -0.68] } 21... Bg7 { [%eval -0.63] } 22. Bf2 { [%eval -0.72] } 22... Re8 { [%eval -0.65] } 23. Nc3 { [%eval -0.66] } 23... Kc7 { [%eval -0.66] } 24. Na2 { [%eval -0.61] } 24... Bb7 { [%eval -0.5] } 25. Nb4 { [%eval -0.51] } 25... Kb6 { [%eval -0.49] } 26. Bf1 { [%eval -0.49] } 26... Rad8 { [%eval -0.41] } 27. Rxe8 { [%eval -0.41] } 27... Rxe8 { [%eval -0.62] } 28. g3 { [%eval -0.67] } 28... Nb8 { [%eval -0.55] } 29. Kg2 { [%eval -0.62] } 29... Na6 { [%eval -0.63] } 30. Nxa6 { [%eval -1.08] } 30... Bxa6 { [%eval -1.0] } 31. Rd1 { [%eval -1.18] } 31... Bf8 { [%eval -0.73] } 32. Be1 { [%eval -0.77] } 32... Re3 { [%eval -0.5] } 33. Bc3 { [%eval -0.55] } 33... Bxa3?! { [%eval 0.0] } 34. Kf2?? { [%eval -3.06] } 34... Rxc3 { [%eval -2.86] } 35. bxc3 { [%eval -2.99] } 35... Bb2 { [%eval -2.73] } 36. f4?! { [%eval -3.29] } 36... Bxc3 { [%eval -3.03] } 37. Bg2 { [%eval -3.49] } 37... Bb7 { [%eval -3.22] } 38. Ke3 { [%eval -3.22] } 38... b4 { [%eval -2.95] } 39. Rc1? { [%eval -4.49] } 39... Bb2 { [%eval -4.22] } 40. Rb1?! { [%eval -5.2] } 40... c3 { [%eval -4.87] } 41. Kd3?! { [%eval -5.38] } 41... Ba6+?? { [%eval -0.85] } 42. Kc2 { [%eval -0.86] } 42... Bc4 { [%eval -0.77] } 43. Rxb2 { [%eval -0.77] } 43... cxb2 { [%eval -0.77] } 44. Kxb2 { [%eval -1.02] } 44... Kc6 { [%eval -0.82] } 45. Bh3 { [%eval -1.01] } 45... Kd6 { [%eval -1.01] } 46. Kc2 { [%eval -1.02] } 46... Ke7 { [%eval -1.02] } 47. Kd2 { [%eval -1.09] } 47... Kf6 { [%eval -1.07] } 48. Bg4 { [%eval -1.13] } 48... g5 { [%eval -0.93] } 49. h4 { [%eval -1.08] } 49... gxh4 { [%eval -1.08] } 50. gxh4 { [%eval -1.08] } 50... Kg6 { [%eval -1.08] } 51. Kc2 { [%eval -1.08] } 51... Bf1? { [%eval 0.07] } 52. Kd2? { [%eval -1.08] } 52... h5? { [%eval 0.0] } 53. Bd7?! { [%eval -0.79] } 53... Bg2?! { [%eval -0.07] } 54. Bc8?! { [%eval -0.79] } 54... Be4 { [%eval -0.79] } 55. Kc1 { [%eval -0.79] } 55... Bf5 { [%eval -0.79] } 56. Ba6 { [%eval -0.79] } 56... Be4 { [%eval -0.79] } 57. Bc8 { [%eval -0.87] } 57... Bf5?! { [%eval -0.22] } 58. Ba6 { [%eval -0.29] } 58... Kf6 { [%eval -0.29] } 59. Kb2 { [%eval -0.4] } 59... Be4 { [%eval -0.41] } 60. Bc8 { [%eval -0.42] } 60... Bf5 { [%eval -0.34] } 61. Ba6 { [%eval -0.47] } 61... Bd7 { [%eval 0.0] } 62. Bd3 { [%eval -0.07] } 62... Ba4 { [%eval -0.07] } 63. Bb1 { [%eval -0.48] } 63... Ke6 { [%eval -0.48] } 64. Bd3 { [%eval -0.48] } 64... Bd1 { [%eval -0.48] } 65. Kc1 { [%eval -0.63] } 65... Bg4 { [%eval -0.48] } 66. Kb2 { [%eval -0.48] } 66... Bf3?! { [%eval 0.07] } 67. Kb3 { [%eval 0.07] } 67... Be4 { [%eval 0.07] } 68. Bxe4?? { [%eval #-23] } 68... dxe4 { [%eval -59.96] } 69. Kxb4?! { [%eval #-19] } 69... Kd5 { [%eval #-18] } 70. Kc3 { [%eval #-18] } 70... f5 { [%eval #-20] } 0-1,2677.5
 Blitz ,hiimgosu,erindreki,1-0,2016.07.09,23:14:13,2818,2539,7.0,-3.0,D02,Queen's Pawn Game: Zukertort Variation,180+0,Normal,1. d4 d5 2. Nf3 c6 3. Bf4 Bf5 4. c4 Nf6 5. Nc3 e6 6. Qb3 Qb6 7. c5 Qxb3 8. axb3 Nh5 9. Bxb8 Rxb8 10. Rxa7 Be7 11. e3 Nf6 12. Na4 Nd7 13. Kd2 Kd8 14. Bd3 Bxd3 15. Kxd3 Kc7 16. b4 Ra8 17. Rxa8 Rxa8 18. Nc3 b5 19. Nd2 f5 20. h3 e5 21. f3 Bf6 22. g4 e4+ 23. Ke2 exf3+ 24. Nxf3 fxg4 25. hxg4 h6 26. Kd3 Rf8 27. Rh3 Be7 28. e4 dxe4+ 29. Nxe4 Nf6 30. Nxf6 Bxf6 31. Rg3 Rd8 32. Ke4 Re8+ 33. Ne5 Ra8 34. Ra3 Rxa3 35. bxa3 Bxe5 36. Kxe5 Kd7 37. d5 cxd5 38. Kxd5 Ke7 39. Ke5 g6 40. Kf4 Kf6 41. g5+ hxg5+ 42. Kg4 Ke6 43. Kxg5 Kd5 44. Kxg6 1-0,2678.5
 Bullet ,AMADAN,penguingim1,0-1,2016.07.11,21:02:58,2513,2905,-2.0,3.0,B01,Scandinavian Defense: Main Line,30+0,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 c6 5. Nf3 Nf6 6. Bc4 Bg4 7. Bd2 Nbd7 8. d5 cxd5 9. Nxd5 Qd8 10. Nxf6+ Nxf6 11. Bb5+ Bd7 12. Qe2 Qb6 13. Bxd7+ Nxd7 14. O-O-O Rc8 15. Bc3 Nc5 16. Rhe1 e6 17. Bd4 Qa5 18. Kb1 Na6 19. b3 Nb4 20. a4 Rxc2 21. Qb5+ Qxb5 22. axb5 Rc8 23. Ne5 Nd5 24. Bxa7 Bb4 25. Re2 Nc3+ 0-1,2709.0
 Bullet ,penguingim1,AMADAN,1-0,2016.07.11,21:03:38,2908,2511,3.0,-3.0,D00,Blackmar-Diemer Gambit,30+0,Normal,1. d4 d5 2. e4 c5 3. exd5 cxd4 4. Qxd4 Nf6 5. Nc3 Nc6 6. Qd1 Nb4 7. Bb5+ Bd7 8. Bc4 b5 9. Bb3 a5 10. a3 Na6 11. Nf3 Nc5 12. Ba2 g6 13. O-O Bg7 14. d6 O-O 15. dxe7 Qxe7 16. Re1 Qd8 17. Ne5 Qb6 18. Nxd7 Nfxd7 19. Nd5 Qc6 20. c3 Kh8 21. Ne7 Qb6 22. Nd5 Qa6 23. Bf4 Rae8 24. Nc7 Qc6 25. Nxe8 f5 26. Nxg7 Ne4 27. Qd4 Ne5 28. Bxe5 1-0,2709.5
 Bullet ,penguingim1,AMADAN,1-0,2016.07.11,21:07:45,2920,2501,2.0,-2.0,E77,King's Indian Defense: Six Pawns Attack,30+0,Normal,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. e5 dxe5 6. d5 O-O 7. Nf3 c6 8. dxc6 Nxc6 9. Qc2 e4 10. Nd2 e3 11. fxe3 Ng4 12. Nf3 e5 13. h3 e4 14. hxg4 exf3 15. gxf3 Qd6 16. Qh2 Qxh2 17. Rxh2 Re8 18. Bd2 Nd4 19. Kf2 Nc6 20. Rh1 f5 21. g5 Be6 22. f4 Rad8 23. Rd1 Bxc3 24. bxc3 Na5 25. c5 Nc4 26. Bxc4 Bxc4 27. a3 Bd5 28. Rhe1 Be4 29. c4 Kf7 30. Bb4 Rxd1 31. Rxd1 Ke6 32. Rd6+ Ke7 33. c6 bxc6 34. Rxc6+ Kf7 35. Ra6 Re7 36. Bxe7 Kxe7 37. Rxa7+ Ke6 38. Rxh7 Kd6 39. Rg7 Kc5 40. Rxg6 Kxc4 41. Rf6 Kd3 42. g6 Bd5 43. g7 Bg8 44. Rxf5 Bh7 45. Rf8 Bg8 46. Rxg8 Ke4 47. Rd8 1-0,2710.5
 Bullet ,The_Savior,penguingim1,0-1,2016.07.11,21:16:38,2566,2925,-3.0,4.0,D05,Colle System,30+0,Normal,1. e3 e6 2. d4 d5 3. Nf3 Nf6 4. c4 c5 5. cxd5 Nxd5 6. dxc5 Bxc5 7. Nc3 Bb4 8. Qc2 Nxc3 9. bxc3 Be7 10. Bd3 Nc6 11. O-O Qc7 12. a4 h6 13. Ba3 b6 14. Bxe7 Kxe7 15. a5 Bb7 16. axb6 axb6 17. Rxa8 Rxa8 18. Nd4 Nxd4 19. cxd4 Qd6 20. Rd1 Rc8 21. Qe2 Qc6 22. f3 Qc3 23. Rd2 Qa1+ 24. Kf2 Rc1 25. Rc2 Rxc2 26. Qxc2 Kd8 27. Qd2 Qa4 28. Qe2 Qd7 29. Bb5 Qc7 30. Bd3 Ke7 31. Be4 Bc8 32. Qb2 Bd7 33. Qb4+ Qd6 34. Qd2 b5 35. Ke2 b4 36. Bd3 Qb6 37. Qb2 Bc6 38. Bc4 g5 39. Kd3 f6 40. e4 Bd7 41. d5 e5 42. d6+ Qxd6+ 43. Bd5 Qc5 44. Qb3 Bb5+ 45. Qc4 Bxc4+ 46. Bxc4 Qd4+ 47. Ke2 Qxc4+ 48. Kf2 Qc3 49. Kg3 h5 50. Kh3 Qe1 51. g4 Qf1+ 52. Kg3 h4# 0-1,2745.5
 Bullet ,penguingim1,The_Savior,1-0,2016.07.11,21:18:08,2929,2563,4.0,-2.0,A43,Benoni Defense: Benoni Gambit Accepted,30+0,Normal,1. d4 c5 2. dxc5 Nf6 3. f3 e6 4. Be3 Na6 5. Nc3 Nxc5 6. Bf2 d5 7. e4 dxe4 8. Qe2 exf3 9. Nxf3 Ncd7 10. Rd1 Be7 11. g3 O-O 12. Bg2 Rb8 13. O-O b6 14. Ng5 Bb7 15. Bh3 h6 16. Nxe6 fxe6 17. Bxe6+ Kh8 18. Be3 Qc7 19. Nb5 Qc6 20. Bf4 Qh1+ 21. Kf2 Qg2+ 22. Ke1 Qxe2+ 23. Kxe2 Nc5 24. Bf5 Nd5 25. Bxb8 Rxb8 26. c3 Bg5 27. Rd4 Re8+ 28. Kd1 Ne3+ 29. Ke1 Bg2 30. Rf2 Nf1+ 31. Re2 Bf3 32. Rxe8# 1-0,2746.0
 Bullet ,The_Savior,penguingim1,0-1,2016.07.11,21:19:19,2561,2933,-3.0,3.0,C47,"Four Knights Game: Italian Variation, Noa Gambit",30+0,Normal,1. e4 { [%eval 0.2] } 1... e5 { [%eval 0.22] } 2. Nc3 { [%eval 0.13] } 2... Nc6 { [%eval 0.15] } 3. Nf3 { [%eval 0.1] } 3... Nf6 { [%eval 0.05] } 4. Bc4 { [%eval 0.05] } 4... Nxe4 { [%eval 0.13] } 5. Bxf7+? { [%eval -0.95] } 5... Kxf7 { [%eval -0.92] } 6. Nxe4 { [%eval -1.0] } 6... d5 { [%eval -0.93] } 7. Nfg5+? { [%eval -2.13] } 7... Kg8 { [%eval -2.1] } 8. Qf3 { [%eval -2.25] } 8... Qe8?! { [%eval -1.67] } 9. b3? { [%eval -3.75] } 9... h6? { [%eval -2.62] } 10. h4?? { [%eval -6.87] } 10... dxe4? { [%eval -4.1] } 11. Nxe4 { [%eval -4.24] } 11... Be6? { [%eval -2.71] } 12. Bb2 { [%eval -2.75] } 12... Rd8 { [%eval -2.73] } 13. Qg3 { [%eval -2.74] } 13... Qf7 { [%eval -2.58] } 14. O-O?! { [%eval -3.18] } 14... Bf5 { [%eval -3.13] } 15. d3 { [%eval -3.09] } 15... Bd6?! { [%eval -2.28] } 16. f4? { [%eval -4.09] } 16... exf4?? { [%eval -0.58] } 17. Qf3?? { [%eval -4.46] } 17... Bxe4 { [%eval -4.31] } 18. Qxe4 { [%eval -4.36] } 18... Re8 { [%eval -4.51] } 19. Qf3 { [%eval -4.49] } 19... Kh7 { [%eval -4.43] } 20. Rae1 { [%eval -4.42] } 20... Rhf8 { [%eval -4.28] } 21. Rxe8?! { [%eval -5.05] } 21... Rxe8 { [%eval -4.82] } 22. h5? { [%eval -6.14] } 22... Qf5 { [%eval -5.74] } 23. Qh3?! { [%eval -6.55] } 23... Qg5?! { [%eval -5.73] } 24. Qf3?? { [%eval -12.36] } 24... Ne5?? { [%eval -5.39] } 25. Rf2?? { [%eval #-5] } 25... Nxf3+ { [%eval #-4] } 26. Rxf3 { [%eval #-4] } 26... Re1+ { [%eval #-3] } 27. Kh2 { [%eval #-3] } 27... Qh4+?! { [%eval #-3] } 28. Rh3 { [%eval #-3] } 28... f3+ { [%eval #-2] } 29. g3 { [%eval #-1] } 29... Bxg3# 0-1,2747.0
 Bullet ,penguingim1,The_Savior,1-0,2016.07.11,21:20:31,2936,2558,3.0,-2.0,A43,Benoni Defense: Old Benoni,30+0,Normal,1. d4 c5 2. d5 d6 3. c4 Nd7 4. Nc3 Ngf6 5. e4 g6 6. f3 Bg7 7. Nge2 O-O 8. Ng3 e6 9. Be2 e5 10. O-O h5 11. Bg5 Qe8 12. Qd2 Nh7 13. Bh4 f6 14. Nh1 g5 15. Bf2 h4 16. Be3 b6 17. g3 hxg3 18. hxg3 Qg6 19. Nf2 Bh6 20. Kg2 Rf7 21. Rh1 Bg7 22. Ng4 f5 23. exf5 Rxf5 24. Bd3 Ndf6 25. Raf1 Qf7 26. Bxf5 Bxf5 27. Nh6+ Bxh6 28. Rxh6 Qg7 29. Rh2 Rf8 30. g4 Bg6 31. Bxg5 e4 32. Bh6 Qe7 33. Bxf8 exf3+ 34. Rxf3 Qxf8 35. g5 Be4 36. Nxe4 Nxg5 37. Nxf6+ Kg7 38. Qxg5+ Kf7 39. Rh7+ Qg7 40. Rxg7+ Kf8 1-0,2747.0
